,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,popularity,release_date,length,artist
76,KILL THIS LOVE,3,6Ks1e4WEUeOGgnTGZ4IMXo,Kick It,spotify:track:6Ks1e4WEUeOGgnTGZ4IMXo,0.0153,0.764,0.787,0.0,0.0736,-3.647,0.0445,124.949,0.381,4,65,2019-04-05,191225,BLACKPINK
78,KILL THIS LOVE,5,4HGLNErVXyaDEjHvk3cL5B,DDU-DU DDU-DU - Remix,spotify:track:4HGLNErVXyaDEjHvk3cL5B,0.0336,0.68,0.906,7.75e-05,0.077,-6.195,0.0734,145.041,0.68,4,61,2019-04-05,201225,BLACKPINK
87,KILL THIS LOVE,4,6euC2yxyQA6uztolUYnhiW,Hope Not,spotify:track:6euC2yxyQA6uztolUYnhiW,0.444,0.561,0.422,0.0,0.0867,-4.998,0.0267,110.037,0.182,4,62,2019-04-05,191030,BLACKPINK
88,KILL THIS LOVE,5,0NdEvupVBxG5zyVLGtpJpg,DDU-DU DDU-DU (Remix),spotify:track:0NdEvupVBxG5zyVLGtpJpg,0.0336,0.68,0.906,7.75e-05,0.077,-6.195,0.0734,145.041,0.68,4,58,2019-04-05,201225,BLACKPINK
94,Kiss And Make Up,1,7v57jXggtZOJEjEcgfhxte,Kiss And Make Up,spotify:track:7v57jXggtZOJEjEcgfhxte,0.0658,0.678,0.729,0.0,0.303,-4.188,0.137,99.895,0.643,4,30,2018-10-24,189173,Dua Lipa
96,SQUARE UP,1,2aI2k39nfa3KFsa4JclQzw,DDU-DU DDU-DU,spotify:track:2aI2k39nfa3KFsa4JclQzw,0.0323,0.671,0.859,0.0,0.267,-3.922,0.0833,139.931,0.389,4,76,2018-06-15,209355,BLACKPINK
97,SQUARE UP,2,56bHclo7YNvpujMveLElQn,Forever Young,spotify:track:56bHclo7YNvpujMveLElQn,0.0426,0.6,0.96,0.0,0.0882,-1.807,0.095,109.863,0.503,4,69,2018-06-15,237076,BLACKPINK
98,SQUARE UP,3,5qA5DAR5xTjQUGrl0eBbmR,Really,spotify:track:5qA5DAR5xTjQUGrl0eBbmR,0.0234,0.695,0.881,0.0,0.277,-2.082,0.104,142.018,0.947,4,64,2018-06-15,197789,BLACKPINK
99,SQUARE UP,4,1ZPMLCzCwIvLbMFWvYiw4H,See U Later,spotify:track:1ZPMLCzCwIvLbMFWvYiw4H,0.0376,0.741,0.926,0.0,0.582,-3.968,0.112,106.99,0.571,4,64,2018-06-15,198866,BLACKPINK
104,SQUARE UP,1,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,spotify:track:2CWnuF7ht55Ajyeg4WPvWu,0.0322,0.665,0.86,0.0,0.281,-3.921,0.0761,139.973,0.372,4,56,2018-06-15,209355,BLACKPINK
105,SQUARE UP,2,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,spotify:track:57Enap29zKl7NGRdDJjkjA,0.0419,0.615,0.96,0.0,0.0925,-1.807,0.09,110.058,0.504,4,52,2018-06-15,237076,BLACKPINK
106,SQUARE UP,3,7AWtaOSb7cgi16wJr3mkuf,REALLY - KR Ver.,spotify:track:7AWtaOSb7cgi16wJr3mkuf,0.0234,0.695,0.882,0.0,0.315,-2.08,0.104,142.025,0.947,4,47,2018-06-15,197789,BLACKPINK
107,SQUARE UP,4,514mQDPkXmPzsYwGNmkBJZ,SEE U LATER - KR Ver.,spotify:track:514mQDPkXmPzsYwGNmkBJZ,0.0399,0.744,0.927,0.0,0.579,-3.973,0.107,106.981,0.559,4,46,2018-06-15,198866,BLACKPINK
108,Re: BLACKPINK,1,7fnzywGBFweUlh4aeydMyE,BOOMBAYAH - Japanese Version,spotify:track:7fnzywGBFweUlh4aeydMyE,0.0265,0.75,0.868,2.58e-06,0.226,-2.236,0.0541,124.96,0.492,4,37,2018-03-28,241640,BLACKPINK
109,Re: BLACKPINK,2,2O4vh2CJ5yMWy9qCko3I8u,WHITSLE - Japanese Version,spotify:track:2O4vh2CJ5yMWy9qCko3I8u,0.00273,0.821,0.714,0.0,0.0846,-5.452,0.0492,103.048,0.567,4,20,2018-03-28,212600,BLACKPINK
115,BLACKPINK,2,6kZE8ZhOUM2rGmeG9qk7Y9,WHISTLE - Japanese Version,spotify:track:6kZE8ZhOUM2rGmeG9qk7Y9,0.00277,0.821,0.716,0.0,0.0845,-5.451,0.0494,102.998,0.572,4,58,2017-08-29,212600,BLACKPINK
116,BLACKPINK,3,2IbQ5hQVrzg4e6bNruEqOs,PLAYING WITH FIRE - Japanese Version,spotify:track:2IbQ5hQVrzg4e6bNruEqOs,0.0209,0.674,0.783,0.0,0.21,-3.878,0.0662,97.062,0.646,4,58,2017-08-29,197666,BLACKPINK
117,BLACKPINK,4,6Fcoih4yHMyXLzDcTeVUgn,STAY - Japanese Version,spotify:track:6Fcoih4yHMyXLzDcTeVUgn,0.592,0.591,0.402,0.0,0.159,-7.367,0.0303,88.095,0.407,4,57,2017-08-29,231293,BLACKPINK
118,BLACKPINK,5,5m8wiO2ySMpCtYSwHatWQr,AS IF IT'S YOUR LAST - Japanese Version,spotify:track:5m8wiO2ySMpCtYSwHatWQr,0.131,0.769,0.861,0.0,0.0616,-2.23,0.0746,125.04,0.493,4,59,2017-08-29,212773,BLACKPINK
119,BLACKPINK,6,2jjh53eV2QVGIRjGTawheD,WHISTLE - Acoustic Ver.,spotify:track:2jjh53eV2QVGIRjGTawheD,0.783,0.559,0.45,0.0,0.0948,-6.093,0.0985,206.279,0.616,4,45,2017-08-29,213693,BLACKPINK
121,SQUARE ONE,1,67BbMuItfrHmaNqDxBPF7c,WHISTLE - KR Ver.,spotify:track:67BbMuItfrHmaNqDxBPF7c,0.00579,0.827,0.722,0.0,0.0935,-4.804,0.0945,102.972,0.589,4,51,2017-07-20,212600,BLACKPINK
123,SQUARE TWO,1,5OepnJhqZoyJN8qWo2LZzy,PLAYING WITH FIRE - KR Ver.,spotify:track:5OepnJhqZoyJN8qWo2LZzy,0.044,0.704,0.758,0.0,0.186,-4.393,0.108,97.052,0.663,4,52,2017-07-20,197666,BLACKPINK
124,SQUARE TWO,2,2tnBkiyJWLnQGsjyz4BuJJ,STAY - KR Ver.,spotify:track:2tnBkiyJWLnQGsjyz4BuJJ,0.542,0.629,0.421,3.56e-06,0.117,-6.746,0.0364,87.939,0.353,4,48,2017-07-20,231306,BLACKPINK
125,SQUARE TWO,3,0RzVkLtXOwfETIi4Z3ik1K,WHISTLE - (Acoustic Ver.) KR Ver.,spotify:track:0RzVkLtXOwfETIi4Z3ik1K,0.81,0.837,0.462,0.0,0.0927,-5.952,0.0398,103.035,0.665,4,43,2017-07-20,213066,BLACKPINK
127,SQUARE TWO,5,1qAPA8TooLVEqAZ58fhcrt,BOOMBAYAH - KR Ver.,spotify:track:1qAPA8TooLVEqAZ58fhcrt,0.00264,0.657,0.85,0.0,0.412,-3.157,0.0694,124.882,0.375,4,55,2017-07-20,241466,BLACKPINK
128,It'z Me,1,6tCssnvTUREcperDOUTqvA,WANNABE,spotify:track:6tCssnvTUREcperDOUTqvA,0.00795,0.809,0.911,0.000179,0.181,-4.41,0.0617,122.035,0.64,4,80,2020-03-09,191242,ITZY
129,It'z Me,2,7ADlvg3uIjCvItqeJPgDbu,TING TING TING (with Oliver Heldens),spotify:track:7ADlvg3uIjCvItqeJPgDbu,0.0253,0.858,0.808,0.000195,0.336,-5.115,0.114,123.962,0.843,4,59,2020-03-09,219143,ITZY
130,It'z Me,3,67lCDm8Z4KcFQPIRrqaaQr,THAT’S A NO NO,spotify:track:67lCDm8Z4KcFQPIRrqaaQr,0.0152,0.779,0.924,1.82e-05,0.183,-4.915,0.0788,120.045,0.776,4,58,2020-03-09,180180,ITZY
131,It'z Me,4,7JSaztudhBzfGiudI1QMJl,NOBODY LIKE YOU,spotify:track:7JSaztudhBzfGiudI1QMJl,0.0359,0.693,0.868,0.0,0.193,-5.322,0.065,90.024,0.716,4,57,2020-03-09,197124,ITZY
132,It'z Me,5,5Hvr3JCRoAIKXDnXyg02OU,YOU MAKE ME,spotify:track:5Hvr3JCRoAIKXDnXyg02OU,0.0269,0.705,0.723,0.000217,0.0632,-5.306,0.0852,170.049,0.605,4,53,2020-03-09,183163,ITZY
133,It'z Me,6,427ztPo5YDc2TgebnaFtgW,I DON’T WANNA DANCE,spotify:track:427ztPo5YDc2TgebnaFtgW,0.0235,0.799,0.885,0.0196,0.365,-5.537,0.0761,124.025,0.804,4,53,2020-03-09,189812,ITZY
134,It'z Me,7,14TxLhdCi8gfO49n7RT2W6,24HRS,spotify:track:14TxLhdCi8gfO49n7RT2W6,0.0507,0.932,0.614,0.0,0.386,-5.966,0.208,99.994,0.798,4,54,2020-03-09,127405,ITZY
136,IT'z ME,2,3hfDZLiG750YzHooub4WHb,TING TING TING with Oliver Heldens,spotify:track:3hfDZLiG750YzHooub4WHb,0.0253,0.858,0.808,0.000195,0.336,-5.115,0.114,123.962,0.843,4,43,2020-03-09,219143,ITZY
144,IT'z ICY,3,6XFiqJEMZJD0QC2n3EiedO,IT’z SUMMER,spotify:track:6XFiqJEMZJD0QC2n3EiedO,0.024,0.815,0.868,0.000125,0.127,-4.203,0.0433,126.021,0.648,4,42,2019-07-29,197898,ITZY
145,IT'z ICY,4,6HUavaQrdF6ybf8MkrC0IR,달라달라 - DallasK Remix,spotify:track:6HUavaQrdF6ybf8MkrC0IR,0.00788,0.722,0.942,0.00138,0.344,-2.999,0.046,124.979,0.712,4,41,2019-07-29,190547,ITZY
147,IT'z ICY,1,7zFBtYAVURF3bUVqEQ6UUu,ICY,spotify:track:7zFBtYAVURF3bUVqEQ6UUu,0.0324,0.801,0.904,3.1e-05,0.182,-2.819,0.0834,124.979,0.814,4,71,2019-07-29,191142,ITZY
148,IT'z ICY,2,3Ef2Sr4U0oehtcozO23yUN,CHERRY,spotify:track:3Ef2Sr4U0oehtcozO23yUN,0.0111,0.829,0.559,2.24e-06,0.0561,-5.757,0.0666,94.991,0.532,4,59,2019-07-29,190372,ITZY
149,IT'z ICY,3,7p2qGo8x2bW9B0W789i1pt,IT'z SUMMER,spotify:track:7p2qGo8x2bW9B0W789i1pt,0.024,0.815,0.868,0.000125,0.127,-4.203,0.0433,126.021,0.648,4,54,2019-07-29,197898,ITZY
150,IT'z ICY,4,2jqfCjRRmqaTBgiJpwCAV3,DALLA DALLA - DallasK Remix,spotify:track:2jqfCjRRmqaTBgiJpwCAV3,0.00788,0.722,0.942,0.00138,0.344,-2.999,0.046,124.979,0.712,4,51,2019-07-29,190547,ITZY
151,IT'z ICY,5,56g54pCBLSGyjhAviQ6WWY,WANT IT? - Imad Royal Remix,spotify:track:56g54pCBLSGyjhAviQ6WWY,0.0135,0.697,0.856,0.000168,0.198,-3.517,0.0392,127.987,0.292,4,47,2019-07-29,207870,ITZY
152,IT'z Different,1,6G7DuXoSGeAf6BZivJdEjF,달라달라 DALLA DALLA,spotify:track:6G7DuXoSGeAf6BZivJdEjF,0.00116,0.79,0.853,4.23e-05,0.329,-4.564,0.0665,124.998,0.713,4,59,2019-02-13,199873,ITZY
154,IT'z Different,1,0GU5GuJQQEnnREO2FxnVPT,달라달라 (DALLA DALLA),spotify:track:0GU5GuJQQEnnREO2FxnVPT,0.00116,0.79,0.853,4.23e-05,0.329,-4.564,0.0665,124.998,0.713,4,73,2019-02-12,199873,ITZY
155,IT'z Different,2,2DvBbpZ9MjOQZs2HtN5Ake,WANT IT?,spotify:track:2DvBbpZ9MjOQZs2HtN5Ake,0.0428,0.745,0.951,0.00386,0.203,-2.425,0.0527,127.957,0.606,4,56,2019-02-12,200303,ITZY
156,Oneiric Diary,1,45bGVGcHNCiO99zi0Ts28B,Welcome,spotify:track:45bGVGcHNCiO99zi0Ts28B,0.353,0.655,0.44,1.62e-06,0.373,-4.654,0.0316,121.962,0.595,3,60,2020-06-15,85146,IZ*ONE
157,Oneiric Diary,2,3FARQP8fA49bSsTWjNyWmY,Secret Story of the Swan,spotify:track:3FARQP8fA49bSsTWjNyWmY,0.131,0.703,0.941,0.0,0.319,-0.995,0.0808,102.969,0.758,4,75,2020-06-15,192333,IZ*ONE
158,Oneiric Diary,3,6PO6h2KRY23z4KCh1ylTAO,Pretty,spotify:track:6PO6h2KRY23z4KCh1ylTAO,0.0466,0.739,0.954,0.0,0.268,-1.049,0.0561,123.948,0.849,4,61,2020-06-15,199933,IZ*ONE
159,Oneiric Diary,4,6yWQi5Nq9ipDBLBi4kwRl0,Merry-Go-Round,spotify:track:6yWQi5Nq9ipDBLBi4kwRl0,0.0245,0.698,0.971,0.0,0.358,-1.087,0.113,122.028,0.719,4,61,2020-06-15,180826,IZ*ONE
160,Oneiric Diary,5,6SJNYr4HPQK678UZZI4yQP,Rococo,spotify:track:6SJNYr4HPQK678UZZI4yQP,0.126,0.81,0.931,0.0,0.376,-1.27,0.154,117.975,0.611,4,59,2020-06-15,193120,IZ*ONE
161,Oneiric Diary,6,6jKwsCrTpnQ91HnbeEg9ID,With*One,spotify:track:6jKwsCrTpnQ91HnbeEg9ID,0.295,0.538,0.84,0.0,0.12,-2.091,0.072,171.837,0.406,4,59,2020-06-15,219013,IZ*ONE
162,Oneiric Diary,7,0xUkWzSW0ps5MjGMs2uPgz,Secret Story of the Swan - Japanese Version,spotify:track:0xUkWzSW0ps5MjGMs2uPgz,0.108,0.69,0.934,3.33e-06,0.348,-0.975,0.0775,102.985,0.711,4,56,2020-06-15,192320,IZ*ONE
163,Oneiric Diary,8,2aqYpHp1UCAWcUQNaVRMi3,Merry-Go-Round - Japanese Version,spotify:track:2aqYpHp1UCAWcUQNaVRMi3,0.0292,0.706,0.972,0.0,0.398,-1.142,0.116,121.939,0.662,4,55,2020-06-15,180813,IZ*ONE
164,BLOOM*IZ,1,3elpxMYpyQHhRnJt5hFEAw,EYES,spotify:track:3elpxMYpyQHhRnJt5hFEAw,0.0858,0.552,0.89,0.0,0.0967,-2.989,0.0633,163.939,0.367,4,51,2020-02-17,217960,IZ*ONE
165,BLOOM*IZ,2,71vPAjlG1x606483GTJNhY,FIESTA,spotify:track:71vPAjlG1x606483GTJNhY,0.062,0.758,0.927,0.0,0.343,-2.105,0.0537,122.999,0.738,4,71,2020-02-17,217760,IZ*ONE
166,BLOOM*IZ,3,3Hpzmd4GsW2vqxNplwUL1r,DREAMLIKE,spotify:track:3Hpzmd4GsW2vqxNplwUL1r,0.0258,0.688,0.787,0.0,0.179,-3.894,0.0317,100.005,0.553,4,53,2020-02-17,226786,IZ*ONE
167,BLOOM*IZ,4,4Cuh5uqjIgUw4GRxqABUxh,AYAYAYA,spotify:track:4Cuh5uqjIgUw4GRxqABUxh,0.167,0.639,0.883,0.0,0.287,-2.348,0.119,110.113,0.773,4,60,2020-02-17,202400,IZ*ONE
168,BLOOM*IZ,5,5Dtl6eFApX6pLHZ19LuhHj,SO CURIOUS,spotify:track:5Dtl6eFApX6pLHZ19LuhHj,0.227,0.758,0.912,0.0,0.515,-2.966,0.0501,118.019,0.772,4,52,2020-02-17,202586,IZ*ONE
169,BLOOM*IZ,6,6mjHRq4u7xiXgCyBNVJsY3,SPACESHIP,spotify:track:6mjHRq4u7xiXgCyBNVJsY3,0.123,0.662,0.9,0.0,0.3,-2.037,0.192,162.016,0.857,4,56,2020-02-17,171386,IZ*ONE
170,BLOOM*IZ,7,2ZelaRgy9eWXdzwEVtccpI,DESTINY,spotify:track:2ZelaRgy9eWXdzwEVtccpI,0.133,0.409,0.876,0.0,0.149,-2.406,0.046,155.09,0.456,4,48,2020-02-17,201533,IZ*ONE
171,BLOOM*IZ,8,7w6fngsvPAtcQEIoWjDizj,YOU & I,spotify:track:7w6fngsvPAtcQEIoWjDizj,0.631,0.502,0.494,0.0,0.0699,-5.623,0.0296,90.865,0.257,4,48,2020-02-17,204560,IZ*ONE
172,BLOOM*IZ,9,4qj6sQ5Y3tY4MIEEzqGLhT,DAYDREAM,spotify:track:4qj6sQ5Y3tY4MIEEzqGLhT,0.231,0.727,0.878,0.0,0.062,-3.001,0.0447,112.026,0.914,4,48,2020-02-17,203666,IZ*ONE
173,BLOOM*IZ,10,2d1aFHa8mWwqsxx15G3lUd,PINK BLUSHER,spotify:track:2d1aFHa8mWwqsxx15G3lUd,0.134,0.591,0.871,1.81e-06,0.0732,-2.963,0.093,173.958,0.587,4,47,2020-02-17,194000,IZ*ONE
174,BLOOM*IZ,11,37eYruVOoxoxp9p4neptCp,SOMEDAY,spotify:track:37eYruVOoxoxp9p4neptCp,0.751,0.425,0.487,0.0,0.109,-5.03,0.0417,74.333,0.304,4,52,2020-02-17,197173,IZ*ONE
175,BLOOM*IZ,12,3OI0odpXG2qYgndvHZa9kW,OPEN YOUR EYES,spotify:track:3OI0odpXG2qYgndvHZa9kW,0.319,0.699,0.945,0.0,0.081,-1.795,0.0804,130.01,0.937,4,49,2020-02-17,197972,IZ*ONE
176,HEART*IZ,1,4D9tFEkG8uxpkpnTV2In8p,Hey. Bae. Like it.,spotify:track:4D9tFEkG8uxpkpnTV2In8p,0.195,0.752,0.907,0.0,0.0595,-2.966,0.0545,109.962,0.749,4,49,2019-04-01,212675,IZ*ONE
177,HEART*IZ,2,0ahbzg4GCq3wJzUM3cjS3N,Violeta,spotify:track:0ahbzg4GCq3wJzUM3cjS3N,0.00373,0.715,0.88,0.0,0.104,-2.94,0.0685,115.012,0.669,4,66,2019-04-01,200913,IZ*ONE
178,HEART*IZ,3,0288jQaJZLqK5hvPokmNBX,Highlight,spotify:track:0288jQaJZLqK5hvPokmNBX,0.0135,0.646,0.867,0.0,0.108,-4.921,0.0932,123.727,0.416,4,55,2019-04-01,208868,IZ*ONE
179,HEART*IZ,4,3URg7w8UOCAM15IqNmMcfb,Really Like You,spotify:track:3URg7w8UOCAM15IqNmMcfb,0.686,0.471,0.519,0.0,0.0862,-4.091,0.0313,95.766,0.108,4,49,2019-04-01,190507,IZ*ONE
181,HEART*IZ,6,0yKtEkiVN8rPDWbtn6HvDd,Up,spotify:track:0yKtEkiVN8rPDWbtn6HvDd,0.0387,0.694,0.921,0.0,0.0846,-2.04,0.032,122.028,0.776,4,53,2019-04-01,192852,IZ*ONE
182,HEART*IZ,7,06XbkcpMT2wM8edgbwQL4X,NEKONI NARITAI - Korean ver.,spotify:track:06XbkcpMT2wM8edgbwQL4X,0.316,0.481,0.889,0.0,0.397,-3.599,0.0541,195.919,0.723,4,41,2019-04-01,256745,IZ*ONE
183,HEART*IZ,8,5nmpMkZq1J06Uq8Dcl0lT5,GOKIGEN SAYONARA - Korean ver.,spotify:track:5nmpMkZq1J06Uq8Dcl0lT5,0.0054,0.643,0.962,0.000201,0.374,-3.553,0.0365,128.0,0.683,4,43,2019-04-01,260959,IZ*ONE
184,COLOR*IZ,1,6Xw8CSd3R6xqCmHHB9pBhb,Colors,spotify:track:6Xw8CSd3R6xqCmHHB9pBhb,0.0551,0.71,0.899,0.0,0.203,-2.785,0.0335,108.006,0.818,4,51,2018-10-29,218285,IZ*ONE
185,COLOR*IZ,2,0nlG0Y0QowCD7EF5GScNiv,O' My!,spotify:track:0nlG0Y0QowCD7EF5GScNiv,0.0359,0.559,0.844,0.0,0.625,-2.817,0.234,201.845,0.77,4,50,2018-10-29,203303,IZ*ONE
186,COLOR*IZ,3,1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,spotify:track:1fRaznZsAB2i63TtmYv2Hc,0.0899,0.698,0.908,0.0,0.115,-1.211,0.0548,115.975,0.606,4,68,2018-10-29,218993,IZ*ONE
187,COLOR*IZ,4,2FQ42rxlSqvR7Q2vGSPcaY,Memory,spotify:track:2FQ42rxlSqvR7Q2vGSPcaY,0.145,0.419,0.614,0.0,0.105,-5.557,0.0358,72.989,0.249,4,47,2018-10-29,202917,IZ*ONE
188,COLOR*IZ,5,3BojwEFl96Bfv6X05J2Dam,We Together - IZ*ONE Ver.,spotify:track:3BojwEFl96Bfv6X05J2Dam,0.188,0.674,0.9,0.0,0.592,-3.114,0.215,115.116,0.651,4,48,2018-10-29,226225,IZ*ONE
189,COLOR*IZ,6,1ptM5l7tbT3QCbvYjtBEpV,Suki ni Nacchaudarou? - IZ*ONE Ver.,spotify:track:1ptM5l7tbT3QCbvYjtBEpV,0.113,0.684,0.893,0.0,0.316,-3.266,0.0576,130.963,0.81,4,47,2018-10-29,248695,IZ*ONE
190,COLOR*IZ,7,5dNrOpWBngVPOL2GXumknK,Yume wo Miteiru Aida - IZ*ONE Ver.,spotify:track:5dNrOpWBngVPOL2GXumknK,0.676,0.543,0.697,0.0,0.111,-3.346,0.031,90.047,0.323,4,45,2018-10-29,208501,IZ*ONE
192,Vampire (Special Edition),2,1p5wG17lnbph3qzUouagiT,君以外,spotify:track:1p5wG17lnbph3qzUouagiT,0.401,0.695,0.927,0.0,0.219,-2.902,0.0847,114.009,0.654,4,38,2019-09-25,212880,IZ*ONE
193,Vampire (Special Edition),3,7ya8LdOq8FQ9EG0G2unUjz,Love Bubble,spotify:track:7ya8LdOq8FQ9EG0G2unUjz,0.03,0.641,0.829,0.0,0.291,-4.979,0.0329,129.971,0.784,4,42,2019-09-25,197786,IZ*ONE
194,Vampire (Special Edition),4,6Sk8Zqv4ryzS1TvbZCt7Af,紫外線なんかぶっとばせ,spotify:track:6Sk8Zqv4ryzS1TvbZCt7Af,0.351,0.65,0.676,0.0,0.423,-2.641,0.0318,135.014,0.331,4,37,2019-09-25,253986,IZ*ONE
195,Vampire (Special Edition),5,1lvUvSZSCH7xrpvHVmRW6o,不機嫌Lucy,spotify:track:1lvUvSZSCH7xrpvHVmRW6o,0.299,0.625,0.895,0.0,0.388,-3.097,0.0654,160.028,0.844,4,37,2019-09-25,213946,IZ*ONE
196,Vampire,1,5ixWzfH7Z3o5TM10WJPYCK,Vampire,spotify:track:5ixWzfH7Z3o5TM10WJPYCK,0.223,0.593,0.875,0.0,0.329,-2.862,0.0504,143.968,0.879,4,48,2019-09-13,228133,IZ*ONE
198,Buenos Aires (Special Edition),2,6xEkqk0OZxNYKGWZL7APsq,Tomorrow,spotify:track:6xEkqk0OZxNYKGWZL7APsq,0.0849,0.695,0.762,0.0,0.0712,-3.54,0.0652,127.888,0.884,4,37,2019-06-21,185040,IZ*ONE
199,Buenos Aires (Special Edition),3,2tgO4aVaZGzyBMlYHWddVE,Target,spotify:track:2tgO4aVaZGzyBMlYHWddVE,0.36,0.865,0.739,0.0,0.0569,-3.234,0.0738,110.036,0.894,4,38,2019-06-21,221386,IZ*ONE
200,Buenos Aires (Special Edition),4,724PtzC8pladEbKWdGjHsJ,年下Boyfriend,spotify:track:724PtzC8pladEbKWdGjHsJ,0.0646,0.649,0.943,0.0,0.168,-1.821,0.0611,129.935,0.72,4,40,2019-06-21,233066,IZ*ONE
201,Buenos Aires (Special Edition),5,2RTeLuMBVCM9M5iaQEhpY3,Human Love,spotify:track:2RTeLuMBVCM9M5iaQEhpY3,0.111,0.559,0.757,0.0,0.125,-3.604,0.0287,99.973,0.546,4,39,2019-06-21,237360,IZ*ONE
202,Buenos Aires,1,59OVM3kQEOwKpTXgrQox1N,Buenos Aires,spotify:track:59OVM3kQEOwKpTXgrQox1N,0.381,0.697,0.833,0.0,0.349,-3.03,0.0314,104.998,0.936,4,47,2019-06-14,261786,IZ*ONE
208,好きと言わせたい (Type A),1,7nimCdASI4W4j5C4zqvKO5,好きと言わせたい,spotify:track:7nimCdASI4W4j5C4zqvKO5,0.122,0.532,0.938,0.0,0.245,-1.409,0.0568,132.023,0.716,4,44,2019-02-05,239333,IZ*ONE
